Województwo,Powiat,Gmina,Miejscowość,Ulica (jeśli dotyczy),Typ punktu/Kategoria obszaru,WGS84 X,WGS84 Y,Parametr pomiaru,Data pomiaru,Wynik pomiaru [V/m],Niepewność pomiaru [V/m],Wartość maksymalna (Emax) [V/m],Niepewność pomiaru  [V/m],Wartość wskaźnika poziomu emisji pól elektromagnetycznych WME (z obliczeń)
WOJ. WARMIŃSKO-MAZURSKIE,Powiat elbląski,Milejewo,Milejewo,,Gminy wiejskie,19.544511,54.217361,Składowa elektryczna 80[MHz] - 40[GHz],2023-01-25,"<0,8",,,,
WOJ. WARMIŃSKO-MAZURSKIE,Powiat elbląski,Rychliki,Rychliki,,Gminy wiejskie,19.527008,53.984803,Składowa elektryczna 80[MHz] - 40[GHz],2023-01-31,"<0,8",,,,
WOJ. WARMIŃSKO-MAZURSKIE,Powiat giżycki,Kruklanki,Kruklanki,Borecka,Gminy wiejskie,21.918461,54.084583,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-08,"<0,8",,,,
WOJ. WARMIŃSKO-MAZURSKIE,Powiat giżycki,Miłki,Miłki,Mazurska,Gminy wiejskie,21.874094,53.940983,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-08,"<0,8",,,,
WOJ. WARMIŃSKO-MAZURSKIE,Powiat iławski,Lubawa,Rożental,,Gminy wiejskie,19.764206,53.566639,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-03,1.3,0.6,6,2.2,0.29
WOJ. WARMIŃSKO-MAZURSKIE,Powiat iławski,Iława,Ząbrowo,Szkolna,Gminy wiejskie,19.45575,53.636639,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-30,0.8,0.4,2.3,0.9,0.11
WOJ. WARMIŃSKO-MAZURSKIE,Powiat mrągowski,Mrągowo,Grabowo,,Gminy wiejskie,21.224444,53.800722,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-01,"<0,8",,1.8,0.7,0.09
WOJ. WARMIŃSKO-MAZURSKIE,Powiat mrągowski,Piecki,Piecki,Spacerowa,Gminy wiejskie,21.34025,53.761444,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-01,"<0,8",,1.3,0.5,0.06
WOJ. WARMIŃSKO-MAZURSKIE,Powiat mrągowski,Sorkwity,Sorkwity,Olsztyńska,Gminy wiejskie,21.145972,53.844583,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-01,"<0,8",,,,
WOJ. WARMIŃSKO-MAZURSKIE,Powiat olecki,Kowale Oleckie,Kowale Oleckie,Kościuszki/ Witosa,Gminy wiejskie,22.416583,54.163,Składowa elektryczna 80[MHz] - 40[GHz],2023-12-20,1,0.5,5.7,2.1,0.28
WOJ. WARMIŃSKO-MAZURSKIE,Powiat olecki,Świętajno,Dunajek,,Gminy wiejskie,22.298558,54.025364,Składowa elektryczna 80[MHz] - 40[GHz],2023-12-19,0.8,0.5,3.3,1.2,0.16
WOJ. WARMIŃSKO-MAZURSKIE,Powiat olecki,Wieliczki,Wieliczki,,Gminy wiejskie,22.568111,53.985561,Składowa elektryczna 80[MHz] - 40[GHz],2023-12-19,"<0,8",,3.2,1.2,0.15
WOJ. WARMIŃSKO-MAZURSKIE,Powiat gołdapski,Dubeninki,Żytkiejmy,Plac Wolności,Gminy wiejskie,22.69665,54.352722,Składowa elektryczna 80[MHz] - 40[GHz],2023-12-18,"<0,8",,,,
WOJ. WIELKOPOLSKIE,Powiat m. Poznań,M. Poznań,Poznań,Czarna Rola 4,Miasta powyżej 200000 mieszkańców,16.946189,52.434231,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-19,1.4,0.9,1.7,1,0.1
WOJ. WIELKOPOLSKIE,Powiat m. Poznań,M. Poznań,Poznań,Wołyńska 22,Miasta powyżej 200000 mieszkańców,16.9057,52.426619,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-19,2.3,1.4,2.7,1.6,0.15
WOJ. WIELKOPOLSKIE,Powiat m. Poznań,M. Poznań,Poznań,Łowmiańskiego 4,Miasta powyżej 200000 mieszkańców,16.915589,52.449089,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-17,1.8,1.1,2,1.2,0.11
WOJ. WIELKOPOLSKIE,Powiat m. Poznań,M. Poznań,Poznań,os. Jana III Sobieskiego 42,Miasta powyżej 200000 mieszkańców,16.909519,52.461131,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-21,1.9,1.1,2.2,1.3,0.13
WOJ. WIELKOPOLSKIE,Powiat m. Poznań,M. Poznań,Poznań,Szarych Szeregów 16,Miasta powyżej 200000 mieszkańców,16.880781,52.459469,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-17,2.6,1.5,2.8,1.7,0.16
WOJ. WIELKOPOLSKIE,Powiat m. Poznań,M. Poznań,Poznań,Bukowska 117,Miasta powyżej 200000 mieszkańców,16.873331,52.411589,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-29,"<0,8",,,,
WOJ. WIELKOPOLSKIE,Powiat m. Poznań,M. Poznań,Poznań,Dąbrowskiego 127,Miasta powyżej 200000 mieszkańców,16.890011,52.415969,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-29,3.1,1.8,3.7,2.2,0.21
WOJ. WIELKOPOLSKIE,Powiat m. Poznań,M. Poznań,Poznań,Bielinki 3,Miasta powyżej 200000 mieszkańców,16.93405,52.395131,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-26,1.3,0.8,1.8,1.1,0.1
WOJ. WIELKOPOLSKIE,Powiat ostrowski,Ostrów Wielkopolski,Ostrów Wielkopolski,Paderewskiego (przy Stadionie),Miasta w przedziale powyżej 50000 do 100000 mieszkańców,17.820561,51.6419,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-29,1.4,0.7,1.7,0.9,0.09
WOJ. WIELKOPOLSKIE,Powiat ostrowski,Ostrów Wielkopolski,Ostrów Wielkopolski,Świstackiego (przy kościele),Miasta w przedziale powyżej 50000 do 100000 mieszkańców,17.786131,51.659839,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-29,0.6,0.3,0.7,0.4,0.04
WOJ. WIELKOPOLSKIE,Powiat ostrowski,Ostrów Wielkopolski,Ostrów Wielkopolski,Królowej Jadwigi,Miasta w przedziale powyżej 50000 do 100000 mieszkańców,17.820219,51.659911,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-06,2.1,1,2.2,1.2,0.12
WOJ. WIELKOPOLSKIE,Powiat poznański,Swarzędz,Swarzędz,os. Działyńskiego ,Miasta w przedziale powyżej 50000 do 100000 mieszkańców,17.066031,52.398789,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-01,"<0,8",,,,
WOJ. WIELKOPOLSKIE,Powiat poznański,Swarzędz,Swarzędz,Cieszkowskiego 39,Miasta w przedziale powyżej 50000 do 100000 mieszkańców,17.082561,52.4192,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-22,1.6,0.9,1.8,1.1,0.1
WOJ. WIELKOPOLSKIE,Powiat poznański,Swarzędz,Swarzędz,Grudzińskiego 16,Miasta w przedziale powyżej 50000 do 100000 mieszkańców,17.080231,52.413039,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-22,2.8,1.7,3.1,1.8,0.18
WOJ. WIELKOPOLSKIE,Powiat m. Leszno,M. Leszno,Leszno,os. Ogrody 34,Miasta w przedziale powyżej 50000 do 100000 mieszkańców,16.588631,51.847669,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-06,"<0,5",,,,
WOJ. WIELKOPOLSKIE,Powiat m. Leszno,M. Leszno,Leszno,Parkowa/Zygmunta Starego,Miasta w przedziale powyżej 50000 do 100000 mieszkańców,16.59385,51.840389,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-06,2,1.1,2.1,1.2,0.12
WOJ. WIELKOPOLSKIE,Powiat m. Leszno,M. Leszno,Leszno,Kasprowicza 4,Miasta w przedziale powyżej 50000 do 100000 mieszkańców,16.564239,51.842931,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-06,1.1,0.5,1.2,0.7,0.07
WOJ. WIELKOPOLSKIE,Powiat gostyński,Gostyń,Gostyń,Górna 32,Miasta w przedziale od 20000 do 50000 mieszkańców,17.006561,51.87435,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-12,1.4,0.8,1.7,0.9,0.09
WOJ. WIELKOPOLSKIE,Powiat gostyński,Gostyń,Gostyń,Wąska (parking),Miasta w przedziale od 20000 do 50000 mieszkańców,17.016089,51.879069,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-12,1.5,0.9,1.8,1,0.1
WOJ. WIELKOPOLSKIE,Powiat grodziski,Grodzisk Wielkopolski,Grodzisk Wielkopolski ,Żwirowa 10,Miasta w przedziale od 20000 do 50000 mieszkańców,16.361689,52.229869,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-22,1.2,0.7,1.3,0.8,0.08
WOJ. WIELKOPOLSKIE,Powiat grodziski,Grodzisk Wielkopolski,Grodzisk Wielkopolski ,Stary Rynek,Miasta w przedziale od 20000 do 50000 mieszkańców,16.365881,52.223531,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-22,0.8,0.5,1.3,0.8,0.08
WOJ. WIELKOPOLSKIE,Powiat kępiński,Kępno,Kępno,Wiosny Ludów 31,Miasta w przedziale od 20000 do 50000 mieszkańców,17.990078,51.273439,Składowa elektryczna 80[MHz] - 40[GHz],2023-03-21,"<0,5",,0.7,0.4,0.04
WOJ. WIELKOPOLSKIE,Powiat kępiński,Kępno,Kępno,Henryka Dąbrowskiego 3,Miasta w przedziale od 20000 do 50000 mieszkańców,17.985547,51.275706,Składowa elektryczna 80[MHz] - 40[GHz],2023-03-21,1.2,0.6,1.4,0.8,0.08
WOJ. WIELKOPOLSKIE,Powiat kościański,Kościan,Kościan,Wyzwolenia 24,Miasta w przedziale od 20000 do 50000 mieszkańców,16.631361,52.075289,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-28,1.4,0.6,1.5,0.8,0.08
WOJ. WIELKOPOLSKIE,Powiat kościański,Kościan,Kościan,Osiedle Piastowskie 4-6,Miasta w przedziale od 20000 do 50000 mieszkańców,16.63505,52.081789,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-28,"<0,5",,0.7,0.4,0.04
WOJ. WIELKOPOLSKIE,Powiat krotoszyński,Krotoszyn,Krotoszyn,Henryka Sienkiewicza,Miasta w przedziale od 20000 do 50000 mieszkańców,17.430819,51.697339,Składowa elektryczna 80[MHz] - 40[GHz],2023-03-30,1.7,1,1.9,1.2,0.11
WOJ. WIELKOPOLSKIE,Powiat krotoszyński,Krotoszyn,Krotoszyn,Kościuszki 13,Miasta w przedziale od 20000 do 50000 mieszkańców,17.437781,51.69225,Składowa elektryczna 80[MHz] - 40[GHz],2023-03-30,0.9,0.6,1.3,0.8,0.08
WOJ. WIELKOPOLSKIE,Powiat nowotomyski,Nowy Tomyśl,Nowy Tomyśl,Musiała 17,Miasta w przedziale od 20000 do 50000 mieszkańców,16.124839,52.31535,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-14,"<0,8",,1.3,0.8,0.08
WOJ. WIELKOPOLSKIE,Powiat nowotomyski,Nowy Tomyśl,Nowy Tomyśl,Plac Niepodległości 27,Miasta w przedziale od 20000 do 50000 mieszkańców,16.129839,52.318,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-13,"<0,8",,1.3,0.8,0.08
WOJ. WIELKOPOLSKIE,Powiat ostrzeszowski,Ostrzeszów,Ostrzeszów,Generała Władysława Sikorskiego 19,Miasta w przedziale od 20000 do 50000 mieszkańców,17.931533,51.421628,Składowa elektryczna 80[MHz] - 40[GHz],2023-03-21,0.9,0.6,1.1,0.6,0.06
WOJ. WIELKOPOLSKIE,Powiat poznański,Mosina,Mosina,Dworcowa 4,Miasta w przedziale od 20000 do 50000 mieszkańców,16.851311,52.2422,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-14,1.6,0.9,1.8,1,0.1
WOJ. WIELKOPOLSKIE,Powiat poznański,Mosina,Mosina,Sowiniecka 46A,Miasta w przedziale od 20000 do 50000 mieszkańców,16.856461,52.243281,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-14,"<0,5",,0.5,0.3,0.03
WOJ. WIELKOPOLSKIE,Powiat poznański,Kórnik,Kórnik,Z. Steckiego 11,Miasta w przedziale od 20000 do 50000 mieszkańców,17.095939,52.248689,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-25,2.9,1.5,3.8,2.1,0.21
WOJ. WIELKOPOLSKIE,Powiat poznański,Kórnik,Kórnik,Plac Niepodległości,Miasta w przedziale od 20000 do 50000 mieszkańców,17.09045,52.24695,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-25,"<0,5",,,,
WOJ. WIELKOPOLSKIE,Powiat poznański,Pobiedziska,Pobiedziska,Tysiąclecia 8,Miasta w przedziale od 20000 do 50000 mieszkańców,17.281089,52.478081,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-21,"<0,8",,,,
WOJ. WIELKOPOLSKIE,Powiat poznański,Pobiedziska,Pobiedziska,Gnieźnieńska 63,Miasta w przedziale od 20000 do 50000 mieszkańców,17.290281,52.4826,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-21,1.2,0.7,1.4,0.9,0.08
WOJ. WIELKOPOLSKIE,Powiat rawicki,Rawicz,Rawicz,Targowa,Miasta w przedziale od 20000 do 50000 mieszkańców,16.863169,51.604581,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-31,"<0,5",,0.7,0.4,0.04
WOJ. WIELKOPOLSKIE,Powiat rawicki,Rawicz,Rawicz,Żwirowa 5-3,Miasta w przedziale od 20000 do 50000 mieszkańców,16.847111,51.607231,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-31,"<0,5",,0.6,0.4,0.04
WOJ. WIELKOPOLSKIE,Powiat śremski,Śrem,Śrem,Makuszyńskiego,Miasta w przedziale od 20000 do 50000 mieszkańców,17.005089,52.091919,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-12,"<0,8",,1.2,0.7,0.07
WOJ. WIELKOPOLSKIE,Powiat śremski,Śrem,Śrem,Chłapowskiego 12,Miasta w przedziale od 20000 do 50000 mieszkańców,17.012569,52.0797,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-12,"<0,8",,,,
WOJ. WIELKOPOLSKIE,Powiat wolsztyński,Wolsztyn,Wolsztyn,Krzysztofa Żegockiego,Miasta w przedziale od 20000 do 50000 mieszkańców,16.129369,52.113389,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-05,1,0.6,1.2,0.7,0.07
WOJ. WIELKOPOLSKIE,Powiat wolsztyński,Wolsztyn,Wolsztyn,Wodna,Miasta w przedziale od 20000 do 50000 mieszkańców,16.115319,52.116211,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-05,"<0,8",,1.1,0.6,0.06
WOJ. WIELKOPOLSKIE,Powiat chodzieski,Budzyń,Budzyń,Dworcowa 61,Miasta poniżej 20000 mieszkańców,16.970611,52.890689,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-18,"<0,8",,1.1,0.7,0.06
WOJ. WIELKOPOLSKIE,Powiat gostyński,Krobia,Krobia ,Ogród Ludowy,Miasta poniżej 20000 mieszkańców,16.9874,51.774961,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-10,0.9,0.4,1.1,0.6,0.06
WOJ. WIELKOPOLSKIE,Powiat gostyński,Poniec,Poniec,Krobska Szosa 31c,Miasta poniżej 20000 mieszkańców,16.817019,51.758981,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-18,"<0,5",,0.7,0.4,0.04
WOJ. WIELKOPOLSKIE,Powiat gostyński,Borek Wielkopolski,Borek Wielkopolski,Dworcowa 59,Miasta poniżej 20000 mieszkańców,17.2407,51.917719,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-20,0.7,0.4,1,0.5,0.05
WOJ. WIELKOPOLSKIE,Powiat gostyński,Pogorzela,Pogorzela,Gostyńska 5,Miasta poniżej 20000 mieszkańców,17.228281,51.823669,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-01,0.5,0.3,0.8,0.4,0.04
WOJ. WIELKOPOLSKIE,Powiat grodziski,Rakoniewice,Rakoniewice,Starowolsztyńska 3A,Miasta poniżej 20000 mieszkańców,16.266169,52.1354,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-30,1.1,0.7,1.5,0.9,0.09
WOJ. WIELKOPOLSKIE,Powiat grodziski,Wielichowo,Wielichowo,Gen. Tadeusza Kutrzeby 22,Miasta poniżej 20000 mieszkańców,16.3434,52.117911,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-30,0.9,0.6,1.1,0.7,0.06
WOJ. WIELKOPOLSKIE,Powiat jarociński,Żerków,Żerków,Cmentarna 11,Miasta poniżej 20000 mieszkańców,17.564589,52.072419,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-14,"<0,8",,0.9,0.6,0.05
WOJ. WIELKOPOLSKIE,Powiat jarociński,Jaraczewo,Jaraczewo,Topolowa 7,Miasta poniżej 20000 mieszkańców,17.288061,51.967931,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-14,"<0,8",,,,
WOJ. WIELKOPOLSKIE,Powiat kaliski,Stawiszyn,Stawiszyn,Szkolna 8,Miasta poniżej 20000 mieszkańców,18.112061,51.916289,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-20,"<0,8",,1.1,0.6,0.06
WOJ. WIELKOPOLSKIE,Powiat kaliski,Opatówek,Opatówek,Szkolna 4a,Miasta poniżej 20000 mieszkańców,18.207081,51.73935,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-31,"<0,8",,,,
WOJ. WIELKOPOLSKIE,Powiat kaliski,Koźminek,Koźminek,Akacjowa 9,Miasta poniżej 20000 mieszkańców,18.326411,51.804031,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-31,0.9,0.6,1.2,0.7,0.07
WOJ. WIELKOPOLSKIE,Powiat kościański,Śmigiel,Śmigiel,Al. Bohaterów 9,Miasta poniżej 20000 mieszkańców,16.522361,52.013,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-08,2.1,1.3,2.6,1.5,0.15
WOJ. WIELKOPOLSKIE,Powiat kościański,Czempiń,Czempiń,Ogrodowa 2,Miasta poniżej 20000 mieszkańców,16.761469,52.14225,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-27,1.2,0.7,1.5,0.8,0.08
WOJ. WIELKOPOLSKIE,Powiat kościański,Krzywiń,Krzywiń,Kościańska 75,Miasta poniżej 20000 mieszkańców,16.823161,51.9687,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-24,0.6,0.4,0.8,0.5,0.05
WOJ. WIELKOPOLSKIE,Powiat krotoszyński,Sulmierzyce,Sulmierzyce,Al. Klonowicza 59,Miasta poniżej 20000 mieszkańców,17.536619,51.605889,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-18,"<0,8",,1,0.6,0.06
WOJ. WIELKOPOLSKIE,Powiat krotoszyński,Koźmin Wielkopolski,Koźmin Wielkopolski,Zamkowa 2,Miasta poniżej 20000 mieszkańców,17.450261,51.82455,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-01,"<0,5",,,,
WOJ. WIELKOPOLSKIE,Powiat krotoszyński,Kobylin,Kobylin,Strzelecka 4,Miasta poniżej 20000 mieszkańców,17.233581,51.716683,Składowa elektryczna 80[MHz] - 40[GHz],2023-03-23,0.6,0.4,1,0.5,0.05
WOJ. WIELKOPOLSKIE,Powiat krotoszyński,Zduny,Zduny,Łacnowa 60,Miasta poniżej 20000 mieszkańców,17.367831,51.64695,Składowa elektryczna 80[MHz] - 40[GHz],2023-03-23,1.1,0.6,1.2,0.7,0.07
WOJ. WIELKOPOLSKIE,Powiat leszczyński,Rydzyna,Rydzyna,Komisji Edukacji Narodowej/dawniej 29-go Stycznia,Miasta poniżej 20000 mieszkańców,16.6651,51.7834,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-18,1.5,0.7,1.6,0.9,0.09
WOJ. WIELKOPOLSKIE,Powiat leszczyński,Osieczna,Osieczna,Ojca Edwarda Frankiewicza 1,Miasta poniżej 20000 mieszkańców,16.678419,51.904381,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-27,"<0,5",,,,
WOJ. WIELKOPOLSKIE,Powiat nowotomyski,Opalenica,Opalenica,Łąkowa 12,Miasta poniżej 20000 mieszkańców,16.409081,52.311889,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-14,0.8,0.5,1.1,0.7,0.06
WOJ. WIELKOPOLSKIE,Powiat nowotomyski,Zbąszyń,Zbąszyn,Rynek 10,Miasta poniżej 20000 mieszkańców,15.920719,52.250689,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-13,0.8,0.5,1.1,0.7,0.06
WOJ. WIELKOPOLSKIE,Powiat nowotomyski,Lwówek,Lwówek,Aleje Szczanieckiej 56,Miasta poniżej 20000 mieszkańców,16.1861,52.4478,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-07,"<0,8",,1.1,0.7,0.06
WOJ. WIELKOPOLSKIE,Powiat ostrowski,Raszków,Raszków,Polna,Miasta poniżej 20000 mieszkańców,17.718819,51.715689,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-06,1.2,0.7,1.3,0.7,0.07
WOJ. WIELKOPOLSKIE,Powiat ostrowski,Nowe Skalmierzyce,Nowe Skalmierzyce,Generała Hallera 1,Miasta poniżej 20000 mieszkańców,17.988808,51.711094,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-31,"<0,8",,1.1,0.6,0.06
WOJ. WIELKOPOLSKIE,Powiat ostrowski,Odolanów,Odolanów,Krotoszyńska,Miasta poniżej 20000 mieszkańców,17.669839,51.578931,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-18,"<0,8",,1,0.6,0.06
WOJ. WIELKOPOLSKIE,Powiat ostrzeszowski,Grabów nad Prosną,Grabów nad Prosną,Szkolna 1,Miasta poniżej 20000 mieszkańców,18.1104,51.509578,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-30,"<0,5",,0.6,0.3,0.03
WOJ. WIELKOPOLSKIE,Powiat ostrzeszowski,Mikstat,Mikstat,Juliusza Słowackiego,Miasta poniżej 20000 mieszkańców,17.987789,51.530569,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-30,1.5,0.9,1.8,1,0.1
WOJ. WIELKOPOLSKIE,Powiat pilski,Kaczory,Kaczory,Gajowa,Miasta poniżej 20000 mieszkańców,16.866881,53.104431,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-18,1.3,0.8,1.6,1,0.09
WOJ. WIELKOPOLSKIE,Powiat pleszewski,Dobrzyca,Dobrzyca,Ostrowska 2A,Miasta poniżej 20000 mieszkańców,17.60995,51.862939,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-01,"<0,5",,,,
WOJ. WIELKOPOLSKIE,Powiat pleszewski,Chocz,Chocz,Łąkowa,Miasta poniżej 20000 mieszkańców,17.873389,51.980711,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-20,"<0,8",,1,0.6,0.06
WOJ. WIELKOPOLSKIE,Powiat poznański,Puszczykowo,Puszczykowo,Wysoka 1,Miasta poniżej 20000 mieszkańców,16.854511,52.28925,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-26,0.8,0.5,1.1,0.7,0.06
WOJ. WIELKOPOLSKIE,Powiat poznański,Kostrzyn,Kostrzyn,Estkowskiego 7,Miasta poniżej 20000 mieszkańców,17.233511,52.396461,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-01,1.3,0.8,1.6,0.9,0.09
WOJ. WIELKOPOLSKIE,Powiat poznański,Murowana Goślina,Murowana Goślina,Mściszewska 10,Miasta poniżej 20000 mieszkańców,17.002069,52.575739,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-21,2.3,1.4,2.7,1.6,0.15
WOJ. WIELKOPOLSKIE,Powiat poznański,Buk,Buk,Dobieżyńska 3A,Miasta poniżej 20000 mieszkańców,16.523231,52.355431,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-14,1.4,0.9,1.7,1,0.1
WOJ. WIELKOPOLSKIE,Powiat poznański,Stęszew,Stęszew,Mosińska/Poznańska,Miasta poniżej 20000 mieszkańców,16.704589,52.280969,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-24,0.8,0.5,1,0.6,0.06
WOJ. WIELKOPOLSKIE,Powiat rawicki,Miejska Górka,Miejska Górka,Ignacego Buszy 32,Miasta poniżej 20000 mieszkańców,16.956389,51.65105,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-07,0.7,0.3,0.8,0.4,0.04
WOJ. WIELKOPOLSKIE,Powiat rawicki,Bojanowo,Bojanowo ,Kolejowa 3,Miasta poniżej 20000 mieszkańców,16.744839,51.700761,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-10,"<0,5",,,,
WOJ. WIELKOPOLSKIE,Powiat rawicki,Jutrosin,Jutrosin,Polna,Miasta poniżej 20000 mieszkańców,17.171411,51.648819,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-07,0.9,0.4,1,0.6,0.06
WOJ. WIELKOPOLSKIE,Powiat szamotulski,Pniewy,Pniewy,Strzelecka 10,Miasta poniżej 20000 mieszkańców,16.258431,52.507031,Składowa elektryczna 80[MHz] - 40[GHz],2023-06-06,2.4,1.4,2.8,1.7,0.16
WOJ. WIELKOPOLSKIE,Powiat śremski,Książ Wielkopolski,Książ Wielkopolski,Dworcowa 3,Miasta poniżej 20000 mieszkańców,17.234669,52.059469,Składowa elektryczna 80[MHz] - 40[GHz],2023-03-30,0.5,0.3,0.9,0.5,0.05
WOJ. WIELKOPOLSKIE,Powiat śremski,Dolsk,Dolsk,Gostyńskie Przedmieście 33,Miasta poniżej 20000 mieszkańców,17.067,51.981961,Składowa elektryczna 80[MHz] - 40[GHz],2023-03-30,"<0,5",,,,
WOJ. WIELKOPOLSKIE,Powiat gostyński,Pępowo,Pępowo,Powstańców Wielkopolskich 44,Gminy wiejskie,17.114869,51.757911,Składowa elektryczna 80[MHz] - 40[GHz],2023-03-23,"<0,5",,,,
WOJ. WIELKOPOLSKIE,Powiat gostyński,Piaski,Piaski,Dworcowa 2,Gminy wiejskie,17.071631,51.8829,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-20,"<0,5",,1.1,0.6,0.06
WOJ. WIELKOPOLSKIE,Powiat grodziski,Granowo,Granowo,Sportowa 6,Gminy wiejskie,16.525611,52.2216,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-24,"<0,8",,,,
WOJ. WIELKOPOLSKIE,Powiat grodziski,Kamieniec,Kamieniec,Grodziska 11,Gminy wiejskie,16.457,52.168269,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-24,"<0,8",,0.9,0.5,0.05
WOJ. WIELKOPOLSKIE,Powiat kępiński,Trzcinica,Trzcinica,Szkolna 2,Gminy wiejskie,18.000389,51.165161,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-18,"<0,5",,,,
WOJ. WIELKOPOLSKIE,Powiat kępiński,Baranów,Słupia pod Kępnem,Szkolna 5,Gminy wiejskie,18.041731,51.239781,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-14,1.6,0.8,1.7,0.9,0.09
WOJ. WIELKOPOLSKIE,Powiat kępiński,Bralin,Bralin,Wrocławska 60,Gminy wiejskie,17.899861,51.2865,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-25,0.8,0.6,1.4,0.7,0.08
WOJ. WIELKOPOLSKIE,Powiat kępiński,Łęka Opatowska,Opatów,Poznańska 7,Gminy wiejskie,18.14655,51.213169,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-14,"<0,5",,,,
